"Date","Price","Open","High","Low","Vol.","Change %"
"18-03-2024","947.25","947.65","966.50","912.60","3.67M","-4.22%"
"15-03-2024","989.00","971.00","1,007.00","945.25","6.09M","1.61%"
"14-03-2024","973.30","870.00","981.00","846.55","6.56M","11.49%"
"13-03-2024","873.00","966.05","976.05","862.05","4.16M","-9.54%"
"12-03-2024","965.10","1,004.00","1,007.80","960.00","1.67M","-3.50%"
"11-03-2024","1,000.15","1,010.00","1,022.90","997.55","3.61M","-0.90%"
"07-03-2024","1,009.20","1,014.00","1,017.85","1,001.00","3.38M","0.33%"
"06-03-2024","1,005.85","1,021.00","1,023.10","995.35","3.59M","-1.40%"
"05-03-2024","1,020.15","1,026.00","1,032.25","1,013.25","3.24M","-0.56%"
"04-03-2024","1,025.90","1,047.70","1,047.70","1,019.10","2.29M","-1.36%"
"02-03-2024","1,040.00","1,043.95","1,045.00","1,032.20","181.48K","0.08%"
"01-03-2024","1,039.15","1,033.00","1,053.85","1,027.00","3.84M","1.32%"
"29-02-2024","1,025.65","1,020.00","1,033.30","1,005.25","3.21M","0.66%"
"28-02-2024","1,018.90","1,050.00","1,056.85","1,005.40","3.50M","-2.80%"
"27-02-2024","1,048.30","1,089.00","1,096.00","1,042.20","5.48M","-2.53%"
"26-02-2024","1,075.55","1,038.00","1,095.00","1,036.40","10.67M","4.48%"
"23-02-2024","1,029.40","1,018.15","1,035.00","1,015.10","4.20M","1.10%"
"22-02-2024","1,018.15","1,030.00","1,031.85","1,013.45","3.22M","-0.28%"
"21-02-2024","1,021.05","1,014.95","1,046.00","1,011.05","4.64M","0.89%"
"20-02-2024","1,012.05","1,017.00","1,018.00","1,004.00","2.59M","0.03%"
"19-02-2024","1,011.70","1,015.55","1,029.00","1,010.00","1.02M","0.55%"
"16-02-2024","1,006.20","1,012.95","1,019.10","1,003.00","910.44K","-0.12%"
"15-02-2024","1,007.45","1,012.00","1,033.95","1,005.75","1.43M","-0.30%"
"14-02-2024","1,010.50","983.00","1,027.30","983.00","2.92M","0.27%"
"13-02-2024","1,007.80","1,035.00","1,036.95","986.50","3.44M","-1.70%"
"12-02-2024","1,025.25","1,033.70","1,061.90","1,014.00","4.80M","0.15%"
"09-02-2024","1,023.75","1,029.00","1,049.60","1,003.20","3.71M","0.06%"
"08-02-2024","1,023.10","1,059.00","1,065.00","1,016.00","3.71M","-1.63%"
"07-02-2024","1,040.05","1,008.90","1,072.20","1,001.05","6.75M","4.53%"
"06-02-2024","994.95","1,005.00","1,018.55","988.00","1.23M","0.60%"
"05-02-2024","989.05","1,003.00","1,007.00","985.00","2.48M","-1.02%"
"02-02-2024","999.25","1,006.05","1,014.15","996.00","2.35M","-0.48%"
"01-02-2024","1,004.10","1,018.30","1,029.70","999.15","2.86M","-0.81%"
"31-01-2024","1,012.35","1,030.00","1,035.70","1,006.30","2.67M","-1.54%"
"30-01-2024","1,028.15","1,040.00","1,050.00","1,018.30","2.71M","-0.73%"
"29-01-2024","1,035.70","1,010.00","1,053.00","1,005.05","1.82M","3.27%"
"25-01-2024","1,002.95","1,002.20","1,016.90","995.20","824.95K","0.07%"
"24-01-2024","1,002.20","990.00","1,018.00","982.00","1.12M","0.59%"
"23-01-2024","996.35","1,060.00","1,068.00","990.10","1.67M","-5.11%"
"20-01-2024","1,050.00","996.45","1,058.95","980.65","2.60M","6.01%"
"19-01-2024","990.50","1,000.00","1,007.95","986.05","852.31K","0.75%"
"18-01-2024","983.10","1,006.90","1,014.70","972.45","1.85M","-2.09%"
"17-01-2024","1,004.10","1,012.85","1,019.45","1,000.00","1.25M","-2.14%"
"16-01-2024","1,026.05","1,041.00","1,041.00","1,023.55","2.31M","-1.29%"
"15-01-2024","1,039.50","1,063.90","1,064.65","1,036.00","1.12M","-1.79%"
"12-01-2024","1,058.50","1,064.95","1,070.70","1,055.10","946.55K","-0.35%"
"11-01-2024","1,062.25","1,077.00","1,080.00","1,060.00","854.63K","-0.63%"
"10-01-2024","1,068.95","1,073.55","1,082.55","1,060.00","1.73M","0.15%"
"09-01-2024","1,067.35","1,070.95","1,100.00","1,064.35","2.15M","-0.08%"
"08-01-2024","1,068.25","1,092.90","1,096.00","1,062.05","2.06M","-2.04%"
"05-01-2024","1,090.55","1,115.40","1,117.00","1,080.00","2.56M","-2.20%"
"04-01-2024","1,115.10","1,140.00","1,159.80","1,094.10","6.28M","1.44%"
"03-01-2024","1,099.30","1,078.95","1,100.95","1,032.20","17.30M","9.83%"
"02-01-2024","1,000.90","1,005.05","1,014.90","985.20","2.91M","0.00%"
"01-01-2024","1,000.95","992.40","1,013.90","983.50","1.73M","1.32%"
"29-12-2023","987.95","982.00","995.00","968.00","2.50M","0.78%"
"28-12-2023","980.35","1,006.40","1,011.85","976.00","2.41M","-1.88%"
"27-12-2023","999.10","1,012.00","1,020.00","991.00","941.50K","0.41%"
"26-12-2023","995.05","1,001.45","1,008.00","987.00","1.19M","-0.13%"
"22-12-2023","996.30","1,004.00","1,018.90","985.00","1.39M","1.15%"
"21-12-2023","985.00","924.00","995.95","923.00","2.58M","2.53%"
"20-12-2023","960.70","1,025.50","1,059.50","926.75","3.83M","-6.39%"
"19-12-2023","1,026.25","1,039.70","1,042.80","1,010.00","4.05M","-0.42%"
"18-12-2023","1,030.55","1,047.00","1,049.25","1,020.00","4.84M","-1.57%"
"15-12-2023","1,046.95","1,070.00","1,085.00","1,035.05","5.57M","-0.44%"
"14-12-2023","1,051.55","1,005.00","1,080.00","1,005.00","7.51M","4.68%"
"13-12-2023","1,004.55","1,110.00","1,110.05","1,002.80","8.70M","-9.84%"
"12-12-2023","1,114.20","1,180.00","1,184.80","1,101.10","6.19M","-4.94%"
"11-12-2023","1,172.15","1,179.95","1,225.00","1,130.30","6.20M","1.33%"
"08-12-2023","1,156.80","1,230.00","1,259.40","1,100.00","17.55M","-0.16%"
"07-12-2023","1,158.60","1,102.00","1,158.60","1,102.00","13.94M","10.00%"
"06-12-2023","1,053.30","915.00","1,053.40","906.50","25.87M","19.99%"
"05-12-2023","877.85","732.30","878.70","712.00","25.68M","19.88%"
"04-12-2023","732.25","770.00","800.00","728.80","3.80M","4.39%"
"01-12-2023","701.45","716.70","723.00","697.05","2.30M","-1.04%"
"30-11-2023","708.80","747.00","753.00","692.00","6.18M","-3.24%"
"29-11-2023","732.55","700.00","760.00","690.00","15.48M","13.71%"
"28-11-2023","644.20","550.00","644.30","549.00","13.38M","19.97%"
"24-11-2023","536.95","530.60","543.90","529.00","645.92K","1.20%"
"23-11-2023","530.60","535.65","535.65","530.00","245.03K","-0.20%"
"22-11-2023","531.65","544.15","544.75","527.95","311.80K","-1.65%"
"21-11-2023","540.55","536.00","549.00","533.10","628.36K","1.79%"
"20-11-2023","531.05","535.10","537.00","527.00","425.12K","-0.56%"
"17-11-2023","534.05","536.50","537.70","532.05","346.87K","-0.45%"
"16-11-2023","536.45","542.90","542.90","535.50","299.93K","-0.61%"
"15-11-2023","539.75","549.80","549.80","538.00","305.79K","-0.42%"
"13-11-2023","542.00","546.75","549.80","539.65","221.12K","-0.91%"
"12-11-2023","547.00","549.50","549.50","544.70","93.52K","1.39%"
"10-11-2023","539.50","535.00","542.20","532.00","292.75K","0.84%"
"09-11-2023","535.00","544.20","544.20","534.00","457.78K","-1.43%"
"08-11-2023","542.75","542.70","546.95","541.00","370.03K","0.01%"
"07-11-2023","542.70","553.95","553.95","540.00","484.21K","-1.50%"
"06-11-2023","550.95","554.80","559.80","548.80","337.72K","-0.41%"
"03-11-2023","553.20","558.00","561.85","552.00","295.17K","-0.11%"
"02-11-2023","553.80","558.35","567.30","551.90","402.27K","0.36%"
"01-11-2023","551.80","570.00","570.75","551.00","539.28K","-2.22%"
"31-10-2023","564.30","570.00","575.55","559.90","465.37K","0.11%"
"30-10-2023","563.70","568.00","571.85","555.45","1.06M","0.62%"
"27-10-2023","560.25","541.00","565.00","540.00","2.35M","4.96%"
"26-10-2023","533.75","550.00","550.00","522.00","1.11M","-3.03%"
"25-10-2023","550.45","573.00","579.40","548.15","2.13M","-3.96%"
"23-10-2023","573.15","590.05","594.00","570.70","1.65M","-2.99%"
"20-10-2023","590.80","595.00","599.80","589.00","2.12M","-0.19%"
"19-10-2023","591.95","591.45","594.00","586.00","1.65M","-0.19%"
"18-10-2023","593.05","598.45","598.80","592.00","266.36K","-0.42%"
"17-10-2023","595.55","597.95","602.00","595.00","259.22K","0.06%"
"16-10-2023","595.20","602.00","604.50","595.00","327.25K","-1.07%"
"13-10-2023","601.65","607.95","607.95","600.20","367.97K","-1.28%"
"12-10-2023","609.45","614.80","616.35","608.00","252.30K","-0.31%"
"11-10-2023","611.35","615.05","619.90","606.25","606.35K","0.58%"
"10-10-2023","607.80","588.50","626.00","588.50","2.81M","2.96%"
"09-10-2023","590.30","600.00","600.05","587.75","572.73K","-2.37%"
"06-10-2023","604.60","605.05","609.70","603.50","326.95K","0.28%"
"05-10-2023","602.90","616.85","616.90","600.55","669.67K","-1.28%"
"04-10-2023","610.70","610.55","629.75","604.35","1.35M","-0.01%"
"03-10-2023","610.75","619.85","619.85","609.10","491.83K","-0.41%"
"29-09-2023","613.25","627.50","627.50","611.05","792.60K","-1.43%"
"28-09-2023","622.15","629.80","631.45","621.20","377.76K","-0.88%"
"27-09-2023","627.65","632.00","635.90","626.45","509.38K","-1.02%"
"26-09-2023","634.10","637.60","637.60","632.40","241.60K","-0.03%"
"25-09-2023","634.30","639.90","639.90","634.00","239.70K","-0.37%"
"22-09-2023","636.65","644.80","644.80","636.00","244.25K","-0.46%"
"21-09-2023","639.60","638.85","649.05","638.00","544.37K","0.44%"
"20-09-2023","636.80","641.00","641.35","635.00","428.17K","-0.37%"
"18-09-2023","639.15","648.45","648.45","637.00","411.58K","0.44%"
"15-09-2023","636.35","644.45","645.05","635.00","433.76K","-0.86%"
"14-09-2023","641.90","644.00","647.70","638.05","371.08K","0.84%"
"13-09-2023","636.55","643.55","646.85","632.35","505.98K","-0.96%"
"12-09-2023","642.75","668.70","668.70","641.20","716.60K","-2.45%"
"11-09-2023","658.90","649.95","673.05","645.30","1.61M","2.19%"
"08-09-2023","644.80","651.20","653.50","643.05","562.26K","-0.32%"
"07-09-2023","646.85","651.00","655.35","645.20","622.70K","0.33%"
"06-09-2023","644.70","637.95","650.00","633.00","868.09K","1.78%"
"05-09-2023","633.40","636.80","639.45","632.10","379.50K","0.15%"
"04-09-2023","632.45","640.00","640.90","630.15","675.85K","-0.22%"
"01-09-2023","633.85","625.15","639.00","621.00","987.41K","-0.31%"
"31-08-2023","635.80","626.00","644.90","626.00","939.86K","-2.55%"
"30-08-2023","652.45","662.50","662.50","651.00","441.87K","-0.66%"
"29-08-2023","656.80","663.45","663.45","651.35","533.82K","0.18%"
"28-08-2023","655.60","657.90","664.50","650.20","519.23K","0.28%"
"25-08-2023","653.75","665.00","665.80","650.00","554.51K","-1.23%"
"24-08-2023","661.90","664.85","668.55","658.55","668.55K","1.18%"
"23-08-2023","654.20","680.00","686.00","647.05","1.48M","-2.73%"
"22-08-2023","672.55","669.95","680.00","667.00","1.48M","1.21%"
"21-08-2023","664.50","659.00","673.65","656.00","1.53M","1.53%"
"18-08-2023","654.50","633.00","676.80","632.50","2.74M","3.28%"
"17-08-2023","633.70","639.80","639.90","633.00","362.30K","-0.29%"
"16-08-2023","635.55","635.00","642.00","631.50","461.28K","-0.01%"
"14-08-2023","635.60","643.50","647.95","628.80","746.62K","-2.07%"
"11-08-2023","649.05","655.00","655.00","647.00","331.06K","0.34%"
"10-08-2023","646.85","649.00","653.20","644.30","418.73K","0.00%"
"09-08-2023","646.85","653.90","657.85","643.85","471.30K","-0.84%"
"08-08-2023","652.35","650.90","664.00","650.00","678.20K","0.25%"
"07-08-2023","650.70","655.00","655.40","644.10","770.23K","0.16%"
"04-08-2023","649.65","661.95","661.95","644.00","447.63K","-0.89%"
"03-08-2023","655.50","653.55","663.65","644.00","528.71K","0.54%"
"02-08-2023","652.00","667.00","669.00","645.55","728.09K","-1.46%"
"01-08-2023","661.65","667.95","670.80","658.00","792.30K","-0.31%"
"31-07-2023","663.70","665.00","668.85","660.05","665.84K","0.89%"
"28-07-2023","657.85","661.00","662.00","654.00","441.30K","0.52%"
"27-07-2023","654.45","664.65","666.00","652.50","617.88K","-1.42%"
"26-07-2023","663.85","673.10","678.40","652.65","2.62M","0.18%"
"25-07-2023","662.65","631.15","662.65","628.00","1.55M","5.00%"
"24-07-2023","631.10","640.95","642.00","629.10","431.95K","-0.80%"
"21-07-2023","636.20","639.85","641.65","635.00","367.87K","-0.60%"
"20-07-2023","640.05","641.15","644.80","638.50","350.26K","-0.17%"
"19-07-2023","641.15","649.00","649.70","640.00","391.33K","-0.71%"
"18-07-2023","645.75","649.80","660.95","642.10","1.25M","-0.19%"
"17-07-2023","647.00","643.50","656.00","639.00","637.30K","2.07%"
"14-07-2023","633.90","630.00","638.00","625.00","681.43K","0.58%"
"13-07-2023","630.25","638.00","638.00","630.00","583.02K","-0.86%"
"12-07-2023","635.70","642.50","645.00","632.30","575.10K","-0.81%"
"11-07-2023","640.90","645.95","646.00","640.00","432.50K","0.22%"
"10-07-2023","639.50","640.00","651.95","635.55","683.70K","-0.58%"
"07-07-2023","643.25","642.55","648.00","642.00","495.23K","-0.85%"
"06-07-2023","648.75","648.00","653.20","646.15","433.43K","-0.18%"
"05-07-2023","649.90","650.15","653.00","645.05","510.28K","-0.04%"
"04-07-2023","650.15","658.00","662.00","648.70","587.02K","-1.15%"
"03-07-2023","657.70","664.00","664.00","655.00","670.51K","0.47%"
"30-06-2023","654.60","664.60","669.65","650.10","1.16M","0.02%"
"28-06-2023","654.50","651.00","658.90","643.00","1.49M","2.03%"
"27-06-2023","641.50","647.05","652.00","639.00","591.69K","-0.39%"
"26-06-2023","644.00","632.00","651.95","620.05","1.10M","1.53%"
"23-06-2023","634.30","658.00","658.00","630.00","2.02M","-3.18%"
"22-06-2023","655.15","659.95","666.00","653.05","712.54K","-0.10%"
"21-06-2023","655.80","659.40","661.50","653.00","801.02K","-0.43%"
"20-06-2023","658.60","659.70","664.40","654.00","662.11K","0.16%"
"19-06-2023","657.55","674.05","675.90","655.00","1.27M","-2.04%"
"16-06-2023","671.25","676.40","682.20","669.55","1.01M","0.32%"
"15-06-2023","669.10","658.95","683.00","656.10","1.89M","2.25%"
"14-06-2023","654.35","663.15","666.00","653.10","1.05M","-1.33%"
"13-06-2023","663.15","672.85","673.00","662.00","944.85K","-1.05%"
"12-06-2023","670.20","674.40","675.00","669.00","659.29K","0.16%"
"09-06-2023","669.10","675.00","675.00","667.00","710.45K","-0.27%"
"08-06-2023","670.90","680.00","684.95","668.00","1.76M","-1.35%"
"07-06-2023","680.05","684.70","685.70","675.00","1.61M","0.24%"
"06-06-2023","678.40","694.00","698.00","676.20","1.60M","-0.45%"
"05-06-2023","681.50","681.55","696.60","675.50","3.12M","1.05%"
"02-06-2023","674.40","694.35","702.40","668.00","4.37M","-2.87%"
"01-06-2023","694.35","653.00","697.35","650.55","16.59M","4.55%"
"31-05-2023","664.15","675.00","689.90","663.15","32.05M","-4.86%"
"30-05-2023","698.05","728.95","728.95","692.75","3.64M","-4.27%"
"29-05-2023","729.20","732.20","766.45","725.00","2.63M","-4.14%"
"26-05-2023","760.70","803.95","806.65","756.60","2.60M","-4.48%"
"25-05-2023","796.40","811.40","823.40","770.05","4.02M","-0.01%"
"24-05-2023","796.50","796.50","796.50","759.00","6.32M","5.00%"
"23-05-2023","758.60","758.60","758.60","758.60","228.58K","5.00%"
"22-05-2023","722.50","722.45","722.50","711.60","701.99K","5.00%"
"19-05-2023","688.10","633.35","699.95","633.35","11.38M","3.22%"
"18-05-2023","666.65","671.00","682.70","666.65","2.97M","-5.00%"
"17-05-2023","701.70","711.70","722.90","701.70","1.68M","-5.00%"
"16-05-2023","738.60","752.25","777.45","738.60","1.88M","-5.00%"
"15-05-2023","777.45","832.05","837.25","777.45","1.71M","-5.00%"
"12-05-2023","818.35","812.30","860.00","812.30","2.63M","-4.29%"
"11-05-2023","855.05","845.85","859.30","837.60","609.71K","2.27%"
"10-05-2023","836.10","846.60","858.95","835.00","565.08K","-1.06%"
"09-05-2023","845.10","839.00","883.35","839.00","1.02M","-3.18%"
"08-05-2023","872.90","880.00","887.80","872.90","1.28M","-5.00%"
"05-05-2023","918.80","938.00","939.00","915.40","288.69K","-1.23%"
"04-05-2023","930.20","916.00","935.00","911.70","335.82K","0.79%"
"03-05-2023","922.95","958.00","958.00","915.85","716.25K","-3.76%"
"02-05-2023","959.05","950.00","990.00","941.20","1.28M","1.49%"
"28-04-2023","945.00","925.00","952.85","917.35","1.12M","3.04%"
"27-04-2023","917.10","915.00","925.00","910.00","231.72K","-0.32%"
"26-04-2023","920.05","945.00","946.85","915.40","507.58K","-1.63%"
"25-04-2023","935.25","895.00","935.70","890.00","730.20K","4.95%"
"24-04-2023","891.15","919.00","922.85","889.00","384.33K","-2.90%"
"21-04-2023","917.80","931.80","932.00","908.00","314.02K","-1.12%"
"20-04-2023","928.20","932.00","939.00","920.70","346.51K","-0.23%"
"19-04-2023","930.35","954.40","954.40","924.00","531.46K","-1.87%"
"18-04-2023","948.05","954.00","972.00","938.00","762.63K","0.13%"
"17-04-2023","946.80","926.60","959.00","908.35","999.92K","3.57%"
"13-04-2023","914.15","937.75","946.00","903.00","1.34M","-2.63%"
"12-04-2023","938.85","994.00","994.00","926.05","2.78M","-1.32%"
"11-04-2023","951.45","924.30","951.45","920.00","378.15K","5.00%"
"10-04-2023","906.15","869.40","906.15","869.40","1.17M","5.00%"
"06-04-2023","863.00","840.00","863.00","812.45","909.08K","4.99%"
"05-04-2023","821.95","844.20","858.80","805.00","1.02M","-2.77%"
"03-04-2023","845.35","872.95","884.20","837.10","973.80K","-2.58%"
"31-03-2023","867.75","888.00","910.00","858.55","1.20M","-0.45%"
"29-03-2023","871.70","864.45","929.95","864.45","3.00M","-4.20%"
"28-03-2023","909.95","925.00","928.95","909.95","267.73K","-5.00%"
"27-03-2023","957.85","1,027.60","1,040.00","957.10","2.10M","-4.92%"
"24-03-2023","1,007.45","1,018.00","1,031.15","944.00","5.02M","2.59%"
"23-03-2023","982.05","955.00","982.05","954.05","1.44M","5.00%"
"22-03-2023","935.30","906.70","935.30","905.00","1.94M","5.00%"
"21-03-2023","890.80","853.00","895.50","816.75","2.29M","4.44%"
"20-03-2023","852.90","879.00","879.00","852.90","1.13M","-5.00%"
"17-03-2023","897.75","911.80","925.00","890.00","1.41M","1.05%"
"16-03-2023","888.40","899.00","936.00","880.00","2.56M","-3.42%"
"15-03-2023","919.85","899.85","989.00","899.85","6.33M","-2.89%"
"14-03-2023","947.20","947.20","995.00","947.20","873.56K","-5.00%"
"13-03-2023","997.05","997.05","997.05","997.05","467.74K","5.00%"
"10-03-2023","949.60","910.00","949.60","865.55","2.50M","5.00%"
"09-03-2023","904.40","904.40","904.40","883.20","1.26M","5.00%"
"08-03-2023","861.35","848.00","861.35","836.80","1.44M","5.00%"
"06-03-2023","820.35","802.80","820.35","796.95","3.15M","5.00%"
"03-03-2023","781.30","773.00","781.30","755.30","3.49M","5.00%"
"02-03-2023","744.10","712.00","747.20","681.15","4.15M","4.56%"
"01-03-2023","711.65","650.00","712.45","650.00","7.39M","4.88%"
"28-02-2023","678.55","678.55","678.55","678.55","908.34K","-5.00%"
"27-02-2023","714.25","714.25","714.25","714.25","174.89K","-4.99%"
"24-02-2023","751.80","751.80","751.80","751.80","141.44K","-5.00%"
"23-02-2023","791.35","791.35","791.35","791.35","52.04K","-5.00%"
"22-02-2023","833.00","833.00","833.00","833.00","61.10K","-5.00%"
"21-02-2023","876.80","876.80","876.80","876.80","124.31K","-5.00%"
"20-02-2023","922.95","922.95","922.95","922.95","68.31K","-5.00%"
"17-02-2023","971.50","992.30","1,015.40","971.50","1.30M","-5.00%"
"16-02-2023","1,022.60","1,022.60","1,130.20","1,022.60","5.92M","-5.00%"
"15-02-2023","1,076.40","1,076.40","1,076.40","1,076.40","74.78K","-5.00%"
"14-02-2023","1,133.05","1,133.05","1,133.05","1,133.05","52.11K","-5.00%"
"13-02-2023","1,192.65","1,192.65","1,192.65","1,192.65","45.00K","-5.00%"
"10-02-2023","1,255.40","1,255.40","1,255.40","1,255.40","51.73K","-5.00%"
"09-02-2023","1,321.45","1,321.45","1,321.45","1,321.45","200.13K","-5.00%"
"08-02-2023","1,391.00","1,391.00","1,391.00","1,391.00","420.77K","-5.00%"
"07-02-2023","1,464.20","1,464.20","1,519.00","1,464.20","3.56M","-5.00%"
"06-02-2023","1,541.25","1,541.25","1,541.25","1,541.25","77.66K","-5.00%"
"03-02-2023","1,622.35","1,622.35","1,622.35","1,622.35","62.46K","-5.00%"
"02-02-2023","1,707.70","1,707.70","1,707.70","1,707.70","64.28K","-10.00%"
"01-02-2023","1,897.40","1,951.00","1,998.80","1,897.40","1.57M","-10.00%"
"31-01-2023","2,108.20","2,145.00","2,155.00","2,108.20","531.33K","-10.00%"
"30-01-2023","2,342.40","2,501.00","2,538.00","2,342.40","1.89M","-20.00%"
"27-01-2023","2,928.00","3,477.00","3,477.00","2,928.00","1.24M","-20.00%"
"25-01-2023","3,660.00","3,870.00","3,884.85","3,600.00","515.36K","-5.95%"
"24-01-2023","3,891.75","3,936.00","3,940.00","3,851.00","350.18K","-0.24%"
"23-01-2023","3,901.10","3,939.00","4,000.00","3,865.15","564.58K","-0.45%"
"20-01-2023","3,918.90","3,835.55","3,935.00","3,802.00","447.52K","2.17%"
"19-01-2023","3,835.55","3,785.00","3,879.00","3,735.00","461.23K","0.79%"
"18-01-2023","3,805.45","3,862.15","3,884.00","3,776.00","487.21K","-1.16%"
"17-01-2023","3,850.00","3,727.70","3,899.00","3,695.05","732.00K","3.20%"
"16-01-2023","3,730.70","3,693.70","3,739.90","3,652.00","180.70K","0.42%"
"13-01-2023","3,715.10","3,649.95","3,742.00","3,615.60","566.84K","1.81%"
"12-01-2023","3,649.05","3,599.00","3,675.00","3,552.00","453.40K","0.90%"
"11-01-2023","3,616.50","3,656.40","3,668.00","3,572.55","302.29K","-1.09%"
"10-01-2023","3,656.40","3,630.00","3,699.00","3,490.00","445.19K","0.76%"
"09-01-2023","3,629.00","3,591.00","3,666.00","3,576.60","471.68K","2.07%"
"06-01-2023","3,555.40","3,626.00","3,629.95","3,521.00","283.87K","-2.15%"
"05-01-2023","3,633.70","3,509.90","3,669.95","3,472.05","468.17K","4.50%"
"04-01-2023","3,477.30","3,584.95","3,599.95","3,450.00","365.88K","-3.37%"
"03-01-2023","3,598.65","3,568.00","3,650.00","3,502.00","307.02K","1.35%"
"02-01-2023","3,550.60","3,700.00","3,730.00","3,530.00","332.65K","-3.85%"
"30-12-2022","3,692.85","3,861.95","3,887.80","3,646.00","686.27K","-2.64%"
"29-12-2022","3,793.00","3,560.00","3,999.00","3,508.00","768.73K","5.19%"
"28-12-2022","3,605.80","3,335.00","3,629.95","3,328.00","768.73K","7.54%"
"27-12-2022","3,352.90","3,328.00","3,374.70","3,286.95","131.99K","1.24%"
"26-12-2022","3,311.70","3,239.95","3,359.70","3,100.10","230.87K","2.45%"
"23-12-2022","3,232.60","3,503.50","3,551.00","3,176.00","417.22K","-8.98%"
"22-12-2022","3,551.55","3,545.00","3,584.00","3,410.30","239.71K","0.19%"
"21-12-2022","3,544.70","3,619.95","3,673.65","3,475.00","328.20K","-1.92%"
"20-12-2022","3,614.20","3,634.45","3,634.45","3,563.20","195.34K","-0.12%"
"19-12-2022","3,618.45","3,584.95","3,650.00","3,571.10","184.71K","0.94%"
"16-12-2022","3,584.80","3,546.95","3,619.00","3,520.00","320.38K","0.96%"
"15-12-2022","3,550.75","3,520.00","3,595.50","3,504.05","268.90K","0.94%"
"14-12-2022","3,517.85","3,589.90","3,652.00","3,461.80","346.57K","-1.91%"
"13-12-2022","3,586.30","3,659.80","3,668.20","3,551.00","346.10K","-1.50%"
"12-12-2022","3,641.00","3,634.95","3,687.25","3,601.65","203.02K","0.54%"
"09-12-2022","3,621.30","3,680.00","3,720.00","3,606.00","242.01K","-1.99%"
"08-12-2022","3,694.90","3,760.40","3,779.00","3,655.50","150.35K","-0.95%"
"07-12-2022","3,730.35","3,716.40","3,786.00","3,691.00","259.62K","0.91%"
"06-12-2022","3,696.85","3,592.20","3,724.70","3,565.55","268.87K","2.97%"
"05-12-2022","3,590.10","3,597.55","3,620.00","3,382.20","276.32K","0.29%"
"02-12-2022","3,579.65","3,634.00","3,645.00","3,525.30","224.34K","-0.91%"
"01-12-2022","3,612.40","3,650.95","3,698.00","3,585.00","151.31K","-0.56%"
"30-11-2022","3,632.75","3,599.95","3,668.00","3,566.15","620.28K","0.91%"
"29-11-2022","3,600.00","3,589.20","3,658.00","3,552.25","184.72K","-0.14%"
"28-11-2022","3,605.15","3,626.00","3,768.20","3,545.20","349.03K","-1.63%"
"25-11-2022","3,664.75","3,741.95","3,745.00","3,631.00","224.38K","-1.78%"
"24-11-2022","3,731.00","3,730.00","3,780.00","3,686.15","125.46K","-0.57%"
"23-11-2022","3,752.45","3,685.55","3,794.75","3,671.45","205.49K","2.21%"
"22-11-2022","3,671.40","3,661.00","3,685.00","3,581.00","164.10K","0.28%"
"21-11-2022","3,661.00","3,615.00","3,688.00","3,560.00","136.43K","0.45%"
"18-11-2022","3,644.65","3,767.25","3,773.80","3,608.00","219.39K","-2.90%"
"17-11-2022","3,753.45","3,808.95","3,859.20","3,715.00","246.29K","-1.48%"
"16-11-2022","3,809.65","3,865.00","3,880.00","3,752.00","316.61K","-1.95%"
"15-11-2022","3,885.30","3,888.35","3,912.40","3,811.00","237.58K","0.39%"
"14-11-2022","3,870.30","3,805.00","3,888.00","3,770.05","218.41K","1.83%"
"11-11-2022","3,800.60","3,725.65","3,810.50","3,722.00","248.08K","2.52%"
"10-11-2022","3,707.10","3,790.00","3,820.00","3,663.40","252.73K","-2.32%"
"09-11-2022","3,795.20","3,800.40","3,891.25","3,720.10","422.18K","-0.14%"
"07-11-2022","3,800.40","3,759.00","3,845.00","3,690.70","529.32K","1.09%"
"04-11-2022","3,759.25","3,659.00","3,800.00","3,501.00","349.78K","2.69%"
"03-11-2022","3,660.90","3,620.00","3,688.35","3,557.00","256.24K","0.65%"
"02-11-2022","3,637.30","3,679.90","3,693.05","3,602.10","280.17K","-1.19%"
"01-11-2022","3,681.20","3,620.90","3,720.50","3,537.05","369.94K","2.17%"
"31-10-2022","3,602.85","3,460.00","3,658.70","3,423.00","284.61K","4.61%"
"28-10-2022","3,444.05","3,525.30","3,525.30","3,421.60","312.60K","-1.82%"
"27-10-2022","3,507.75","3,403.20","3,549.00","3,395.00","684.86K","3.69%"
"25-10-2022","3,382.95","3,283.65","3,433.95","3,251.00","216.33K","3.54%"
"24-10-2022","3,267.30","3,280.00","3,291.15","3,240.05","29.27K","0.17%"
"21-10-2022","3,261.75","3,293.50","3,293.50","3,186.50","174.26K","-0.47%"
"20-10-2022","3,277.10","3,150.00","3,325.15","3,141.15","422.77K","3.48%"
"19-10-2022","3,166.85","3,168.65","3,238.35","3,121.10","467.96K","0.44%"
"18-10-2022","3,152.85","3,114.80","3,199.00","3,110.05","295.58K","1.73%"
"17-10-2022","3,099.30","3,047.00","3,135.00","2,976.00","193.75K","1.71%"
"14-10-2022","3,047.15","3,225.00","3,240.00","3,006.00","320.46K","-4.10%"
"13-10-2022","3,177.35","3,190.00","3,238.00","3,151.25","222.74K","-0.80%"
"12-10-2022","3,202.85","3,180.00","3,224.00","3,167.85","329.61K","0.92%"
"11-10-2022","3,173.60","3,200.00","3,219.95","3,150.00","296.17K","0.40%"
"10-10-2022","3,161.00","3,164.20","3,189.00","3,120.00","275.70K","-0.83%"
